91;11/05/2013 12:42;A person of mixed Hispanic and Chinese parentage.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;8;0;1;;spink;;09/01/2019 18:12;;MaNMj7g7t,,,,,,,,,,
99;11/05/2013 20:01;A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;22;1;7;;spik;;09/01/2019 18:12;spic;dngue7BU2,,,,,,,,,
92;14/05/2013 20:02;A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;19;0;6;;spig;;09/01/2019 18:12;spic;peX9dRbn8,,,,,,,,,
87;26/04/2013 14:39;A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;145;2;39;;spick;;09/01/2019 18:12;spic;9m2JwKkYX,,,,,,,,,
"52;01/11/2018 19:42;""From """"spastic"""""," refers to a person who has seizures or other uncontrollable movements"";FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;279;1;67;;spaz;;09/01/2019 18:11;;AHGEKVzQ4",,,,,,,,,
81;23/06/2013 06:40;A Caucasian woman who dates a black man.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;409;1;60;;smoke jumper;;09/01/2019 18:10;;9f6AxHr39,,,,,,,,,,
91;10/05/2013 18:31;A person of Asian descent, particularly Vietnamese or Chinese.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;146;1;30;;slopey;;09/01/2019 18:09;slope;fj2ayYAbm,,,,,,,,,
68;01/11/2018 20:36;In the UK, a promiscuous woman;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;Waste matter, particularly as a result of incineration;230;2;46;slag;slags;;09/01/2019 18:08;;XraBAVHQW,,,,,,,,
81;23/06/2013 04:30;A rural person, from farmers or country boys walking through manure-filled cow pastures.;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A shoe;0;0;0;;shit kicker;;09/01/2019 18:07;;7NYjmJgDB,,,,,,,,,
"72;21/07/2013 23:48;A black servant.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;""Generic insult comparable to """"shit head"""""";795;2;36;;shit heel;;09/01/2019 18:07;;8YMJKezJT",,,,,,,,,,
72;23/06/2013 11:20;A disenfranchised Irish peson," from 'shanty'.;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;""Contraction of """"shall not"""""";0;0;0;;shant;;09/01/2019 18:06;;Kdt7UaE4G",,,,,,,,,
74;16/05/2013 03:20;An American. (Cockney rhyming slang: Septic tank - Yank);FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;;seppo;;09/01/2019 18:05;;3jZXfV9tZ,,,,,,,,,,
43;23/06/2013 22:30;A Scottish person, local variant of Sandy, short for 'Alasdair'.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;8;0;3;;sawney;;09/01/2019 18:03;;M9nxUYfv3,,,,,,,,
25;01/11/2018 20:36;A rural person.;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;209;1;42;rube;rubes;;09/01/2019 18:02;;gwBPRhfRU,,,,,,,,,,
95;20/04/2013 20:49;Used as a derogatory term directed towards South Asians (and sometimes Middle Eastern people).;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;211;3;72;;poppadom;;09/01/2019 17:53;;nEGa9WMe6,,,,,,,,,,
76;20/04/2013 15:13;A North American Indian (from the Algonquian word for 'friend').;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;3;0;0;;nitchy;;09/01/2019 17:49;nitchie;g7pkPyG7Z,,,,,,,,,,
90;31/05/2013 15:36;A North American Indian (from the Algonquian word for 'friend').;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;12;0;2;;nichiwa;;09/01/2019 17:48;nitchie;ZyGtK3Fwj,,,,,,,,,,
94;06/12/2016 14:46;[English][Italian] A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;35;0;4;;negro;;09/01/2019 17:47;;ffVyceY8z,,,,,,,,,,
96;16/04/2013 20:58;A North American Indian (from the Algonquian word for 'friend').;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;1;0;1;;neejee;;09/01/2019 17:46;nitchie;4muB3pZX7,,,,,,,,,,
76;14/04/2013 01:15;A North American Indian (from the Algonquian word for 'friend').;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;2;0;0;;nitchie;;09/01/2019 17:46;;jE2WUfvr4,,,,,,,,,,
89;23/04/2013 15:44;A North American Indian (from the Algonquian word for 'friend').;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;59;0;46;;neechee;;09/01/2019 17:45;nitchie;VxyQ8jvWU,,,,,,,,,,
93;23/05/2013 04:09;A disabled person, from 'mongoloid'.;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;22;0;3;;mong;;09/01/2019 17:43;;vwQDPvn2a,,,,,,,,,
84;23/06/2013 09:40;A 19th-century derogatory term for an 'untrustworthy Jew.';FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;55;0;7;;sheeny;;09/01/2019 16:35;;dTafdprb3,,,,,,,,,,
"0;07/01/2019 18:16;""The penis of a man of African descent"," or a person with a large penis; likely popularized online for shock value"";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;23;0;6;;niggerdick;;09/01/2019 16:28;;xpXPgvbQc",,,,,,,,,
0;07/01/2019 18:16;;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;3;0;2;niggerdick;niggerdicks;;09/01/2019 16:28;;DUmsUwboc,,,,,,,,,,
0;07/01/2019 18:32;A town or part of town containing majority black population;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;21;0;7;;niggerton;;09/01/2019 16:27;;yrQisUkDo,,,,,,,,,,
100;07/01/2019 18:31;A town or part of town containing majority black population;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;19;0;7;;niggertown;;09/01/2019 16:27;;ftrnzUEbH,,,,,,,,,,
97;07/01/2019 18:34;A town or part of town containing majority black population;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;68;0;12;;niggerville;;09/01/2019 16:27;;8nveQCoVU,,,,,,,,,,
64;15/10/2013 12:43;A disabled person, from 'retarded'.;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;1251;17;298;;retarded;;09/01/2019 16:27;retard;BkYxA4AFB,,,,,,,,,
"100;15/11/2018 06:46;""Combines two anti-Semitic stereotypes: that of Jewish greed (hence the reference to """"shekel"""""," the currency of historical and modern Israel) and that of having a large nose."";FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;0;0;0;;shekelnose;;09/01/2019 16:25;;CaoXkrFNd",,,,,,,,,
72;28/04/2013 10:04;An Arab, from the practice in certain Middle Eastern countries of chopping off a criminal's hand.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;[1] A left-handed person. [2] A person who endorses a perceived left-wing ideology.;0;0;0;;lefty;;09/01/2019 16:18;;qWw8tpXbK,,,,,,,,,
99;15/11/2018 06:43;;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;1;0;0;;kikesberg;;09/01/2019 16:13;kike;jjUUrQcqy,,,,,,,,,,
93;07/01/2019 18:25;;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;jigro;jigroes;;09/01/2019 16:09;;PMsHf9jPk,,,,,,,,,,
93;07/01/2019 18:24;Combination of 'jig' and 'negro';FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;5;0;1;;jigro;;09/01/2019 16:08;;bj7yGobXq,,,,,,,,,,
82;07/01/2019 18:21;;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;;eng;;482;3;145;hoodrat;hoodrats;;09/01/2019 15:16;;sLjT9hfdy,,,,,,,,,,
82;07/01/2019 18:19;A person who lives in a 'hood (neighborhood), particularly a poor woman who can be coerced into sex;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;;eng;;873;14;226;;hoodrat;;09/01/2019 15:16;;9FyKVJLNX,,,,,,,,,
99;10/05/2013 17:54;A person with dark skin, most commonly an Afro-Caribbean;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;Originally a children's literary character and type of black doll;139;0;25;;golliwog;;09/01/2019 15:09;;yXQWue2zY,,,,,,,,,
100;01/11/2018 19:42;Derogatory portmanteau of 'piss' and 'islam';FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;456;0;144;;pisslam;;09/01/2019 14:49;;oBAmPQUNi,,,,,,,,,,
72;27/05/2013 03:52;An Arab;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;Reference to character of Ahab in Moby Dick;0;0;0;;Ahab;;09/01/2019 14:46;;H2WQT7GYr,,,,,,,,,,
0;01/11/2018 20:34;[1] An Asian. [2] A Vietnamese person. [3] A North Vietnamese soldier or guerrilla in the Vietnam War.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;108;0;33;dink;dinks;;08/01/2019 16:15;;REKkufoBs,,,,,,,,,,
98;18/05/2013 06:43;[1] An Asian. [2] A Vietnamese person. [3] A North Vietnamese soldier or guerrilla in the Vietnam War.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;93;0;15;;dink;;08/01/2019 16:15;;CmrMt2nzy,,,,,,,,,,
51;-0001-11-30 05:00:00;Mexicans, Puerto Ricans and Cubans.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;1;0;1;;bans and cans;;08/01/2019 15:25;;cbaWbwk8A,,,,,,,,,
0;07/01/2019 18:28;Dismissive or incorrect term for Islamic practices;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;Can be used in non-hateful context out of ignorance, language barriers;0;0;0;;muslimic;;07/01/2019 18:50;;iXGAxgnhd,,,,,,,,,
99;27/11/2018 12:14;A transgender person;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;;eng;;2;0;0;;gender nigger;;07/01/2019 18:44;;XpNDiLAz2,,,,,,,,,,
76;23/06/2013 19:40;A person of Indian descent, from the caste-mark (dot) on an Indian's forehead.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;6;0;0;;dot head;;07/01/2019 18:07;;7aYkKn8kr,,,,,,,,,
"95;18/05/2013 04:28;""In Canada", an Irish Catholic [19th century on; origin uncertain: perhaps from Dugan," an Irish surname]."";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;CA;eng;;2;0;0;;dogan;;07/01/2019 18:07;;CAp6QtVpd",,,,,,,,
75;01/11/2018 20:34;A disabled person.;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;401;10;107;cripple;cripples;;07/01/2019 18:05;;AHMN4aF7R,,,,,,,,,,
100;01/11/2018 20:33;A person of Chinese descent. Considered extremely derogatory, exemplified by a US school that had to stop using the term as a sports mascot in 1980.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;A crack or gouge, particularly in a wall;225;1;74;chink;chinks;;07/01/2019 18:04;;D8oLjb2Ey,,,,,,,,
65;11/02/2014 15:47;An American Indian;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A middle-class American, derived from bourgeois;0;0;0;;boojie;;07/01/2019 17:56;;uUgxzw3te,,,,,,,,,
76;10/12/2013 20:56;[1] A Sicilian [2] A darker-skinned Italian [3] An Italian of allegedly African ancestry;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;1;0;0;;black dago;;07/01/2019 17:48;;Q2cAUGjUq,,,,,,,,,,
25;01/11/2018 20:33;A human female;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;eng;A female dog;598;5;166;bitch;bitches;;07/01/2019 17:48;;EJiAQAPo2,,,,,,,,,,
26;16/05/2013 14:35;A human female;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;eng;A female dog;602;8;171;;bitch;;07/01/2019 17:48;;GmTur37KQ,,,,,,,,,,
50;24/05/2018 14:00;A black person, particularly a young black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;1;0;0;;jit;;04/01/2019 17:52;;742NbzFMT,,,,,,,,,
73;24/11/2018 22:36;A black person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;An amphibian;0;0;0;;toad;;24/11/2018 22:36;;UVWMgLXLw,,,,,,,,,,
87;29/04/2013 23:41;Perpetuates false claim that Ashkenazi Jews are the result of a mass conversion in Khazaria to undermine Jewish national claims to Israel;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;;eng;Reference to historical Khazars. There is no benign meaning in application to a Jewish person today.;981;0;10;;khazar;;15/11/2018 15:10;;vF4c6PAVb,,,,,,,,,,
86;09/04/2013 07:48;Contraction of Zionist and Nazi, making a false comparison between Jews who support Israel's right to exist and Nazis.;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;;eng;;2513;0;36;;Zionazi;;15/11/2018 15:06;;6FZyrdUXX,,,,,,,,,
98;20/07/2013 20:37;An Ashkenazi Jew (though typically generalized to all Jews). From kikel, Yiddish for 'circle'. Illiterate immigrant Jews signed legal documents with an 'O' (similar to an 'X').;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;;125;0;6;;kike;;15/11/2018 06:37;;QG9v7Cvqh,,,,,,,,,
99;01/11/2018 20:39;A child of Middle Eastern descent;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;0;0;0;;sand niglet;;01/11/2018 20:39;;HpgGojWdy,,,,,,,,,,
0;01/11/2018 20:39;A child of Middle Eastern descent;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;0;0;0;sand niglet;sand niglets;;01/11/2018 20:39;;DLFeCwJMW,,,,,,,,,,
0;01/11/2018 20:38;A Jew living in Israel;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;;eng;;342;0;64;Zionazi;Zionazis;;01/11/2018 20:38;;sEMTfxuxh,,,,,,,,,,
0;01/11/2018 20:38;An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;93;0;45;zipperhead;zipperheads;;01/11/2018 20:38;;zuCuemGaE,,,,,,,,
0;01/11/2018 20:38;An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;zippohead;zippoheads;;01/11/2018 20:38;;wcqnkmq4p,,,,,,,,
0;01/11/2018 20:38;An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;[1] Go quickly [2] A fastener on an article of clothing;0;0;0;zip;zips;;01/11/2018 20:38;;eoqmfHkNC,,,,,,,,
0;01/11/2018 20:38;Used by white supremacists to denote one who is subservient to Jewish people.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;1;0;0;ZOG lover;ZOG lovers;;01/11/2018 20:38;;gitNpNAas,,,,,,,,,,
50;01/11/2018 20:38;A person of mixed Caucasian and black parentage.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A mammal;0;0;0;zebra;zebras;;01/11/2018 20:38;;wrUHJXwvn,,,,,,,,,,
50;01/11/2018 20:38;A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;1;0;0;zigabo;zigabos;;01/11/2018 20:38;;QYqdHchmG,,,,,,,,,
0;01/11/2018 20:38;Derogatory term for a Jewish zionist or those being accused of such;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;27;0;14;ziojew;ziojews;;01/11/2018 20:38;;UsbtrtiyQ,,,,,,,,,,
0;01/11/2018 20:38;Accusative term for refugees or immigrants from Asia;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;1;0;1;yellow invader;yellow invaders;;01/11/2018 20:38;;QoVZRw zv,,,,,,,,,,
88;01/11/2018 20:38;A person of Asian descent.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A color;0;0;0;yellow;yellows;;01/11/2018 20:38;;WPRqUZoAA,,,,,,,,,,
0;01/11/2018 20:38;A Jewish person, although it is an endonym among Yiddish-speaking Jews. (The term is also used positively in Britain for Tottenham Hotspur fans (often proudly by themselves, for example calling themselves 'the Yid Army'), which includes a large Jewish supporting base from north-east London.);FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;803;0;134;yid;yids;;01/11/2018 20:38;;EZQUVuQzZ,,,,,,,
0;01/11/2018 20:38;In the UK, Australia or New Zealand, an unsophisticated, antisocial, drunken and/or lower class person;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;342;0;80;yobbo;yobbos;;01/11/2018 20:38;;x4viobdHm,,,,,,
0;01/11/2018 20:38;In the UK, Australia or New Zealand, an unsophisticated, antisocial, drunken and/or lower class person;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;219;0;34;yob;yobs;;01/11/2018 20:38;;xDBXGFEwM,,,,,,
0;01/11/2018 20:38;A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;Pull;0;0;0;Yank;Yanks;;01/11/2018 20:38;;smzY4YaAD,,,,,,,,,,
0;01/11/2018 20:38;A black person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;31;0;21;yard ape;yard apes;;01/11/2018 20:38;;jUUBYKUKJ,,,,,,,,,,
0;01/11/2018 20:38;[1] A person from Jamaica, sometimes derogatory, referring to gang membership or low economic status. [2] In the UK, can be used broadly to denote a black person with gang association and/or engaging in criminal behavior.;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;yardie;yardies;;01/11/2018 20:38;;vojYrfuhn,,,,,,,
0;01/11/2018 20:38;[1] A black female with light skin. [2] A black female of mixed heritage.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;272;0;187;yellow bone;yellow bones;;01/11/2018 20:38;;fTGQYFHUq,,,,,,,,,,
0;01/11/2018 20:38;A swarthy or dark-skinned foreigner. Possibly derived from 'golliwogg' In Britain, it usually refers to dark skinned people from Asia or Africa, though some use the term to refer to anyone outside the borders of their own country. In Australia the term 'wog' is usually used to refer to Mediterranean Europeans (Spaniards, Italians, and Greeks) although it can be used for some Eastern Europeans, particularly those of the Balkans (Bosnians, Macedonians, Serbians, Croatians, or Albanians).;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;1062;0;203;wog;wogs;;01/11/2018 20:38;;gmronnNyG,
63;01/11/2018 20:38;A person of Italian descent, derived from the Italian dialectism, 'guappo,' close to 'dude, swaggerer' and other informal appellations, a greeting among male Neapolitans.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;793;1;205;wop;wops;;01/11/2018 20:38;;HPytDzfra,,,,,
96;01/11/2018 20:38;The Italian language;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;0;0;0;;wopspeak;;01/11/2018 20:38;wop;tafapiusm,,,,,,,,,,
0;01/11/2018 20:38;A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;Yankee;Yankees;;01/11/2018 20:38;;LWUehyTeB,,,,,,,,,,
0;01/11/2018 20:38;[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;1555;0;381;wigga;wiggas;;01/11/2018 20:38;;Zmm2kVbjE,,,,,,
0;01/11/2018 20:38;[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;1;0;0;wiggerette;wiggerettes;;01/11/2018 20:38;;KokCnGPcV,,,,,,
0;01/11/2018 20:38;[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;165;0;42;wigger;wiggers;;01/11/2018 20:38;;oxfgmefpr,,,,,,
0;01/11/2018 20:38;A Caucasian who emulates, or associates with, Chinese people.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A deliberate blink of one eye;0;0;0;wink;winks;;01/11/2018 20:38;;kgKxXeTfZ,,,,,,,,
0;01/11/2018 20:38;[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;176;0;46;whigger;whiggers;;01/11/2018 20:38;;Lq7fbfLtc,,,,,,
0;01/11/2018 20:38;[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;20;0;2;white nigger;white niggers;;01/11/2018 20:38;; jUV4KZZt,,,,,,
75;01/11/2018 20:38;A Caucasian.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;whitey;whities;;01/11/2018 20:38;;jnoQfbmtt,,,,,,,,,,
0;01/11/2018 20:38;Acronym for White Irish Catholic.;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;;0;0;0;WIC;WICs;;01/11/2018 20:38;;xZuno8swv,,,,,,,,,,
0;01/11/2018 20:38;A white person who is acting like a black person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;7;0;3;wegro;wegroes;;01/11/2018 20:38;;YhHYLhAMB,,,,,,,,,,
0;01/11/2018 20:38;A person of Latino descent, particularly a Mexican migrant laborer.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;1034;0;247;wetback;wetbacks;;01/11/2018 20:38;;DVoCcFbTq,,,,,,,,,
0;01/11/2018 20:38;A person of mixed Caucasian and Mexican parentage.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;33;0;11;wexican;wexicans;;01/11/2018 20:38;;b2EWATroi,,,,,,,,,,
63;01/11/2018 20:38;A white person who is acting like a black person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;164;0;51;whigga;whiggas;;01/11/2018 20:38;;ypaTZ2vrR,,,,,,,,,,
25;01/11/2018 20:38;Acronym for White Anglo-Saxton Protestant, and often synonymous with rectitude.;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;An insect;0;0;0;WASP;WASPs;;01/11/2018 20:38;;zRaERskxB,,,,,,,,,
0;01/11/2018 20:38;A name to call the Luos ethnic group in Kenya;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;1;0;0;uncircumcised baboon;uncircumcised baboons;;01/11/2018 20:38;;eJfRMANRk,,,,,,,,,,
100;01/11/2018 20:38;A black person perceived as behaving in a subservient manner to white authority figures.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;A person's name;549;0;103;Uncle Tom;Uncle Toms;;01/11/2018 20:38;;xsRQpaGf2,,,,,,,,,,
0;01/11/2018 20:38;A black person (referencing stereotypical hair type).;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;2;0;1;Velcro head;Velcro heads;;01/11/2018 20:38;;ZCx7dvPTY,,,,,,,,,,
